t_index	term	df
4861	golden	4
4862	goldman	3
4863	goldsmith	3
4864	goldstein	4
4865	golf	4
4866	golfer	1
4867	goliath	1
4868	gone	74
4869	gonna	5
4870	good	202
4871	good-behavior	1
4872	good-by	4
4873	good-natur	1
4874	goodby	5
4875	goodwil	4
4876	gop	22
4877	gop-control	1
4878	gop-held	1
4879	gop-trend	2
4880	goran	6
4881	gorbachov	1
4882	gordana	1
4883	gordi	3
4884	gordon	7
4885	gore	65
4886	gore-bush	1
4887	gore-lieberman	4
4888	gorgeou	1
4889	gorton	8
4890	gosh	1
4891	gossip	1
4892	gostran	1
4893	got	134
4894	gotten	11
4895	gov	77
4896	gove	1
4897	govern	347
4898	government	2
4899	government-back	1
4900	government-control	2
4901	government-own	3
4902	government-run	2
4903	government-sponsor	1
4904	government-suppli	1
4905	governor	78
4906	gown	3
4907	grab	15
4908	grabbi	1
4909	grace	6
4910	graceless	1
4911	graciou	3
4912	grade	1
4913	grado	1
4914	gradual	9
4915	graduat	5
4916	graf	2
4917	graff	1
4918	graffiti	2
4919	graham	3
4920	grain	3
4921	graini	1
4922	gram	12
4923	gramm	3
4924	grammar	1
4925	grand	66
4926	grandchildren	2
4927	granddaught	4
4928	grandfath	2
4929	grandios	1
4930	grandma	1
4931	grandmaison	1
4932	grandmom	1
4933	grandmoth	5
4934	grandson	13
4935	granger	5
4936	granit	1
4937	grant	48
4938	grapevin	1
4939	graphic	2
4940	grappl	3
4941	grasp	7
4942	grassley	1
4943	grate	17
4944	gratifi	3
4945	gratitud	4
4946	grave	22
4947	gravesid	2
4948	gravest	1
4949	gravi	1
4950	gravit	1
4951	graviti	1
4952	gray	3
4953	graze	1
4954	great	97
4955	greater	30
4956	greatest	17
4957	greatli	2
4958	greec	4
4959	greed	1
4960	greek	3
4961	green	17
4962	greenhous	1
4963	greenleaf	1
4964	greenway	1
4965	greenwood	2
4966	greet	32
4967	greg	20
4968	gregor	4
4969	gregori	1
4970	gregorio	1
4971	grenad	11
4972	grenada	2
4973	greta	3
4974	grew	19
4975	grey-beard	1
4976	grid	2
4977	gridlock	2
4978	grief	10
4979	griev	8
4980	grievanc	4
4981	griffith	1
4982	grim	15
4983	grim-fac	3
4984	grimac	4
4985	grin	5
4986	grind	4
4987	grip	18
4988	grisli	2
4989	gritti	1
4990	groan	1
4991	groceri	2
4992	groh	1
4993	groom	1
4994	groov	2
4995	grope	1
4996	grosanc	1
4997	grosjean	17
4998	gross	2
4999	grotesqu	3
5000	ground	104
5001	groundbreak	1
5002	groundless	3
5003	groundstrok	12
5004	groundwork	3
5005	group	192
5006	grove	1
5007	grow	61
5008	grown	16
5009	growth	8
5010	grubac	2
5011	gruber	1
5012	grucci	3
5013	grudg	1
5014	grudgingli	1
5015	gruel	5
5016	gruesom	2
5017	grumbl	2
5018	gruntlik	4
5019	gu	1
5020	guadalup	2
5021	guarante	21
5022	guaranti	2
5023	guard	80
5024	guardao	2
5025	guardian	5
5026	guardsmen	2
5027	guatemala	23
5028	guatemalan	2
5029	gubernatori	3
5030	guei	38
5031	guerilla	4
5032	guerrilla	18
5033	guess	16
5034	guest	14
5035	guevara	1
5036	guid	22
5037	guided-missil	4
5038	guidelin	11
5039	guido	1
5040	guie	3
5041	guillermo	1
5042	guilt	4
5043	guilti	41
5044	guinea	2
5045	guis	3
5046	gujarat	39
5047	gujarati	2
5048	gujral	1
5049	gulch	1
5050	gulf	93
5051	gull	1
5052	gullast	1
5053	gun	47
5054	gun-run	1
5055	gun-tot	1
5056	gunboat	2
5057	gunfight	1
5058	gunfir	9
5059	gung-ho	1
5060	gunman	2
5061	gunmen	1
5062	gunn	4
5063	gunrun	1
5064	gunshot	8
5065	gupta	2
5066	gurney	1
5067	guru	1
5068	gustavo	17
5069	gut	4
5070	gutman	1
5071	guy	33
5072	guzman	2
5073	guzun	1
5074	gymnasium	3
5075	gyro	2
5076	gyrocompass	1
5077	gyroscop	3
5078	h	32
5079	ha	753
5080	haass	4
5081	habiar	1
5082	habib	1
5083	habit	2
5084	haddock	1
5085	hadhramaut	6
5086	hadi	1
5087	hadn	7
5088	hadramaut	2
5089	hager	2
5090	hagerstown	2
5091	haggard	1
5092	haggl	1
5093	hagu	33
5094	hahdramaut	1
5095	hai	2
5096	haider	1
5097	haight	1
5098	hail	11
5099	haiphong	1
5100	hair	15
5101	hairbreadth	1
5102	hairstyl	5
5103	hairstylist	1
5104	haiti	1
5105	haitian	1
5106	hal	1
5107	hale	1
5108	halevi	2
5109	haley	1
5110	half	108
5111	half-broth	1
5112	half-buri	1
5113	half-dozen	2
5114	half-eaten	1
5115	half-express	1
5116	half-finish	2
5117	half-hour	2
5118	half-inch	3
5119	half-mil	2
5120	half-million	1
5121	half-pric	1
5122	half-sist	1
5123	half-staff	3
5124	half-volley	1
5125	halfway	4
5126	haliberton	1
5127	hall	18
5128	hall-of-fam	1
5129	halliburton	4
5130	hallway	3
5131	halprin	15
5132	halt	22
5133	ham-hand	2
5134	hama	9
5135	hamilton	5
5136	hammer	12
5137	hammerfest	1
5138	hammock	1
5139	hamper	15
5140	hampshir	4
5141	hampton	1
5142	hamstr	1
5143	hamza	2
5144	hancock	1
5145	hand	152
5146	hand-carri	1
5147	hand-ov	2
5148	hand-shak	1
5149	hand-wring	3
5150	handcuf	3
5151	handgun	12
5152	handi	3
5153	handicap	1
5154	handili	1
5155	handl	37
5156	handler	1
5157	handov	4
5158	handpick	5
5159	hands-on	4
5160	handshak	3
5161	handsom	2
5162	handwritten	4
5163	hang	23
5164	hangar	4
5165	hankey	1
5166	hanoi	39
5167	hanov	1
5168	hantuchova	6
5169	hap	1
5170	haphazard	1
5171	happen	145
5172	happi	36
5173	happier	4
5174	happiest	3
5175	happili	1
5176	hara-kiri	1
5177	haraldseid	1
5178	harass	5
5179	harbor	99
5180	harborsid	1
5181	harbour	1
5182	harburi	3
5183	hard	79
5184	hard-edg	1
5185	hard-fought	1
5186	hard-hit	7
5187	hard-lin	3
5188	hardbal	1
5189	hardcourt	3
5190	harden	4
5191	harder	10
5192	harder-lin	1
5193	hardest	16
5194	hardest-fought	1
5195	hardest-hit	5
5196	hardi	2
5197	hardli	15
5198	hardlin	1
5199	hardship	6
5200	hardwar	1
5201	haren	13
5202	harerb	1
5203	harin	1
5204	harjivan	3
5205	harlem	1
5206	harley	1
5207	harm	8
5208	harmless	1
5209	harold	14
5210	harp	1
5211	harper	19
5212	harpoon	1
5213	harri	5
5214	harrison	2
5215	harrow	1
5216	harsh	16
5217	harshli	3
5218	hart	5
5219	harvard	2
5220	harvest	1
5221	harvey	1
5222	hashim	1
5223	hasid	3
5224	hasn	22
5225	hass	1
5226	hassl	1
5227	hast	3
5228	hasten	1
5229	hastert	5
5230	hasti	2
5231	hastili	4
5232	hat	5
5233	hatch	24
5234	hate	6
5235	hate-fil	2
5236	hatim	1
5237	hatr	8
5238	haul	6
5239	haunt	8
5240	haut	1
5241	havana	1
5242	have-to-hav	1
5243	haven	49
5244	haviar	2
5245	havoc	3
5246	haw	6
5247	hawaii	10
5248	hawk	2
5249	hawk-nos	1
5250	hawkin	25
5251	hawley	1
5252	hayat	2
5253	hazard	1
5254	head	204
5255	head-to-head	2
5256	head-to-to	2
5257	head-up	1
5258	headach	2
5259	headband	4
5260	headdress	1
5261	headi	2
5262	headlight	1
5263	headlin	25
5264	headlinenew	2
5265	headmast	1
5266	headphon	1
5267	headquart	54
5268	headset	1
5269	headway	1
5270	heal	15
5271	heali	1
5272	health	72
5273	health-car	1
5274	health-food	1
5275	healthi	9
5276	heap	11
5277	hear	85
5278	heard	83
5279	heardnb	1
5280	hears	7
5281	hearst	9
5282	heart	42
5283	heart-felt	1
5284	heartbeat	2
5285	heartbreak	2
5286	hearten	2
5287	heartfelt	2
5288	heat	28
5289	heat-trap	1
5290	heath	2
5291	heaven	2
5292	heavi	56
5293	heaviest	2
5294	heavili	31
5295	heavily-arm	1
5296	heavy-lift	9
5297	heavyweight	6
5298	heck	1
5299	hedg	2
5300	heed	9
5301	heel	4
5302	hefe	1
5303	hegemoni	2
5304	heidi	2
5305	height	9
5306	heighten	29
5307	heir	9
5308	heiress	5
5309	heist	4
5310	heitkamp	2
5311	held	163
5312	helena	1
5313	helicopt	26
5314	hell	5
5315	hello	6
5316	helm	1
5317	helmet	11
5318	help	313
5319	helper	2
5320	helpless	4
5321	helplessli	1
5322	hem	1
5323	hemispher	4
5324	hen	1
5325	henc	3
5326	henderson	1
5327	henhous	1
5328	henin	3
5329	henman	12
5330	henri	35
5331	henrieta	3
5332	herald	6
5333	herald-mail	1
5334	herb	2
5335	herbert	1
5336	herculean	1
5337	herd	5
5338	heritag	2
5339	hermann	1
5340	hernandez	5
5341	hernando	3
5342	hero	15
5343	heroic	8
5344	heroism	1
5345	herwig	1
5346	herzegovina	1
5347	hesit	6
5348	hetal	2
5349	heuberg	1
5350	hewitt	7
5351	hey	5
5352	hezbollah	4
5353	hi	666
5354	hi-tech	1
5355	hiatu	2
5356	hiccup	1
5357	hicham	6
5358	hichim	1
5359	hickl	1
5360	hid	3
5361	hidden	5
5362	hide	53
5363	hide-out	2
5364	hideout	4
5365	hien	1
5366	high	137
5367	high-explos	3
5368	high-fli	1
5369	high-grad	1
5370	high-hand	1
5371	high-level	7
5372	high-max	1
5373	high-point	1
5374	high-pow	3
5375	high-profil	6
5376	high-rank	9
5377	high-ris	7
5378	high-secur	6
5379	high-spe	26
5380	high-stak	2
5381	high-tech	8
5382	high-threat	2
5383	higher	41
5384	higher-level	1
5385	higher-rank	1
5386	highest	36
5387	highest-profil	1
5388	highland	3
5389	highli	37
5390	highlight	11
5391	highris	1
5392	highway	19
5393	hijazi	1
5394	hike	2
5395	hill	32
5396	hillari	59
5397	hillary2000	1
5398	hilli	6
5399	hillsboro	1
5400	hillsid	18
5401	hilton	2
5402	hinder	2
5403	hindi	1
5404	hindsight	3
5405	hindu	8
5406	hing	6
5407	hingi	40
5408	hingis-razzano	1
5409	hingis-sel	1
5410	hint	10
5411	hinterland	3
5412	hip	2
5413	hirashima	3
5414	hire	11
5415	hiro	5
5416	hiromi	1
5417	hisashi	2
5418	hisham	1
5419	hispan	8
5420	histor	30
5421	histori	95
5422	historian	7
5423	history-mak	3
5424	hit	114
5425	hitler	2
5426	hitter	1
5427	hiv	1
5428	hive	1
5429	hm	1
5430	hmm	1
5431	hmo	2
5432	ho	25
5433	hoan	2
5434	hobbl	2
5435	hobe	1
5436	hobnob	1
5437	hodeidah	2
5438	hoe	4
5439	hoeven	1
5440	hoey	1
5441	hoffman	4
5442	holbrook	1
5443	hold	141
5444	holden	3
5445	holder	4
5446	holdov	1
5447	holdup	9
5448	hole	136
5449	holf	1
5450	holi	22
5451	holiday	26
5452	holiest	2
5453	hollow	1
5454	hollywood	5
5455	holtz	1
5456	homag	1
5457	homback	1
5458	home	316
5459	home-bas	2
5460	home-grown	1
5461	home-port	4
5462	homecom	6
5463	homegrown	2
5464	homeland	25
5465	homeless	23
5466	homemad	4
5467	homemak	2
5468	homeown	1
5469	homeport	3
5470	homestead	2
5471	hometown	16
5472	homework	1
5473	homicid	1
5474	homili	1
5475	hondura	9
5476	honduran	6
5477	honest	13
5478	honesti	5
5479	honestli	5
5480	honey	1
5481	honey-color	1
5482	honeymoon	1
5483	hong	1
5484	honk	4
5485	honolulu	1
5486	honor	58
5487	honorif	1
5488	hoogenboom	1
5489	hook	1
5490	hooper	1
5491	hoopla	1
5492	hop	8
5493	hope	224
5494	horiuchi	2
5495	horizon	5
5496	horn	12
5497	horner	1
5498	horrend	3
5499	horribl	8
5500	horrif	6
5501	horrifi	5
5502	horror	3
5503	hors	6
5504	horsch	1
5505	horseback	3
5506	hose	9
5507	hosni	6
5508	hospit	88
5509	hoss	1
5510	host	22
5511	host-nat	3
5512	hostag	29
5513	hostage-tak	2
5514	hostil	15
5515	hot	13
5516	hot-button	1
5517	hotb	2
5518	hotel	69
5519	hoteol	1
5520	hothead	2
5521	hotli	9
5522	hound	2
5523	houphouet-boigni	6
5524	hour	263
5525	hour-by-hour	1
5526	hour-long	2
5527	houri	1
5528	hourli	1
5529	hourlong	1
5530	hous	293
5531	household	3
5532	housekeep	1
5533	housew	2
5534	housewif	1
5535	houston	11
5536	houston-bas	1
5537	hover	6
5538	howard	14
5539	howev	124
5540	hq	1
5541	hrbati	16
5542	htm	11
5543	html	12
5544	http	58
5545	huaman	2
5546	huang	1
5547	hub	4
5548	hubbard	1
5549	hubbel	8
5550	hubbl	1
5551	huber	2
5552	hubert	5
5553	huckabe	1
5554	huddl	7
5555	hudson	2
5556	hue	1
5557	huff	1
5558	huffington	3
5559	huffman	1
5560	hug	14
5561	huge	77
5562	hugh	2
5563	hugo	1
5564	huh	3
5565	hulk	2
5566	hull	77
5567	hull-ryd	1
5568	human	60
5569	humanitarian	31
5570	humbl	7
5571	humbler	1
5572	humid	3
5573	humil	2
5574	humili	10
5575	humor	2
5576	humphrey	2
5577	hunch	2
5578	hundr	120
5579	hung	12
5580	hungari	3
5581	hunger	3
5582	hungri	11
5583	hunt	23
5584	hunta	1
5585	hunter	11
5586	huntsvil	1
5587	hurdl	4
5588	hurl	8
5589	hurrah	1
5590	hurri	4
5591	hurrican	6
5592	hurt	37
5593	hurtado	1
5594	husarova	2
5595	husband	72
5596	hush	1
5597	huski	2
5598	hussain	1
5599	hussan	1
5600	hussein	8
5601	hussian	1
5602	hut	1
5603	hutchinson	2
5604	hutchison	5
5605	hwa	1
5606	hyderabad	3
5607	hydra	1
5608	hyena	2
5609	hygien	1
5610	hymlek	1
5611	hymn	4
5612	hype	3
5613	hyperinfl	7
5614	hypothermia	2
5615	hypothet	6
5616	hyster	2
5617	hysteria	1
5618	hz	1
5619	iamaw	1
5620	ian	4
5621	iant	1
5622	ibero-american	5
5623	ibrahim	2
5624	icbl	1
5625	ice	3
5626	iceberg	1
5627	icg	1
5628	ick	2
5629	icn	1
5630	icon	5
5631	id	7
5632	ida	2
5633	idaho	3
5634	idea	41
5635	ideal	12
5636	ident	31
5637	identif	23
5638	identifi	96
5639	ideolog	10
5640	ideologu	1
5641	idyl	3
5642	ignacio	4
5643	ignit	1
5644	ignomini	4
5645	ignor	22
5646	igor	26
5647	ii	27
5648	ii-era	5
5649	iii	9
5650	il	3
5651	ili	4
5652	ilic	2
5653	ilija	1
5654	ilk	1
5655	ill	24
5656	ill-advis	1
5657	ill-consid	1
5658	ill-fat	1
5659	ill-prepar	1
5660	illeg	44
5661	illegitim	7
5662	illicit	10
5663	illinoi	5
5664	illumin	1
5665	illus	3
5666	illustr	9
5667	illustri	2
5668	ilya	9
5669	imag	28
5670	imagin	28
5671	imam	2
5672	imbal	1
5673	imbu	1
5674	imf	2
5675	imlegitim	1
5676	immacul	1
5677	immedi	124
5678	immens	3
5679	immers	1
5680	immigr	29
5681	immin	5
5682	immobil	2
5683	immor	1
5684	immun	2
5685	imp	1
5686	impact	33
5687	imparti	5
5688	impass	6
5689	impati	3
5690	impeach	21
5691	impecc	2
5692	imped	3
5693	impedi	1
5694	impeech	1
5695	impend	3
5696	impenetr	1
5697	imper	1
5698	impercept	1
5699	imperfect	2
5700	imperi	2
5701	imperialist	4
5702	imperson	3
5703	impetu	2
5704	impich	1
5705	implement	10
5706	impli	5
5707	implic	14
5708	implicit	2
5709	implod	1
5710	implor	2
5711	imponder	1
5712	import	137
5713	import-export	1
5714	importantli	2
5715	impos	31
5716	imposs	37
5717	impot	1
5718	impoverish	17
5719	impract	1
5720	impress	18
5721	imprimatur	1
5722	imprison	12
5723	improb	3
5724	impromptu	2
5725	improp	3
5726	improperli	1
5727	improprieti	1
5728	improv	59
5729	improvis	3
5730	impuls	2
5731	impun	4
5732	in-	1
5733	in-countri	1
5734	in-depth	1
5735	inabl	9
5736	inaccess	3
5737	inaccur	4
5738	inact	1
5739	inadequ	7
5740	inadequaci	1
5741	inadvert	1
5742	inappropri	9
5743	inaugur	26
5744	inc	2
5745	incap	2
5746	incapac	15
5747	incarcer	4
5748	incas	1
5749	incens	3
5750	incent	5
5751	incerlik	1
5752	inch	12
5753	inchon	1
5754	incid	47
5755	incident	1
5756	incirlik	2
5757	incit	7
5758	inclin	4
5759	includ	293
5760	inclus	4
5761	incom	13
5762	incompat	2
5763	incompet	1
5764	incomplet	6
5765	incomprehens	1
5766	inconceiv	2
5767	inconclus	3
5768	incorrect	2
5769	incorrectli	1
5770	increas	42
5771	increasingli	30
5772	incred	19
5773	incredul	1
5774	incrimin	3
5775	incub	1
5776	incumb	30
5777	ind	2
5778	inde	26
5779	indecis	3
5780	indefens	1
5781	indefinit	14
5782	independ	96
5783	index	5
5784	india	68
5785	indian	49
5786	indian-american	1
5787	indiana	5
5788	indic	79
5789	indict	47
5790	indiffer	2
5791	indign	7
5792	indirect	1
5793	indirectli	4
5794	indiscret	1
5795	indispens	1
5796	indit	3
5797	individu	35
5798	indo-american	1
5799	indochina	2
5800	indonesia	9
5801	indonesian	1
5802	indoor	6
5803	induc	2
5804	induct	1
5805	inducte	1
5806	indulg	1
5807	industri	28
5808	ineffect	5
5809	ineffectu	2
5810	ineffici	2
5811	inelig	1
5812	inequ	1
5813	inescap	2
5814	inevit	15
5815	inexcus	2
5816	inexpens	1
5817	inexplic	1
5818	infam	2
5819	infanc	1
5820	infant	8
5821	infect	6
5822	infest	2
5823	infight	3
5824	infiltr	10
5825	inflam	4
5826	inflamm	2
5827	inflat	19
5828	inflict	14
5829	influenc	46
5830	influence-peddl	2
5831	influenti	8
5832	influx	1
5833	info	1
5834	inform	163
5835	infrastructur	3
5836	infuri	3
5837	ing	2
5838	ingal	3
5839	ingenu	1
5840	ingest	2
5841	inhabit	7
5842	inherit	4
5843	inhibit	2
5844	inim	1
5845	iniquit	1
5846	initi	93
5847	inject	8
5848	injur	159
5849	injuri	63
5850	injustic	2
5851	ink	1
5852	inkl	3
5853	inland	1
5854	inlay	1
5855	inmat	41
5856	inn	5
5857	innat	1
5858	inner	18
5859	innoc	30
5860	innocu	1
5861	innov	6
5862	innsbrook	2
5863	innumer	2
5864	inquir	1
5865	inquiri	30
5866	inquisit	3
5867	inquisitor	1
5868	insati	1
5869	insect	1
5870	insecur	1
5871	insepar	1
5872	insert	3
5873	insid	124
5874	insight	1
5875	insinu	1
5876	insist	91
5877	inspect	13
5878	inspector	13
5879	inspir	10
5880	inspit	1
5881	instabl	14
5882	instal	26
5883	instanc	16
5884	instant	4
5885	instantan	2
5886	instantli	15
5887	instead	72
5888	instil	1
5889	instinct	5
5890	institut	75
5891	institution	4
5892	instituto	1
5893	instruct	15
5894	instrument	11
5895	instrument-r	2
5896	insular	1
5897	insult	3
5898	insur	11
5899	insurg	17
5900	insurmount	1
5901	insurrect	3
5902	intact	6
5903	integr	6
5904	intellectu	5
5905	intellig	102
5906	intelligence-gath	2
5907	intelligentia	1
5908	intend	49
5909	intens	29
5910	intensifi	15
5911	intent	33
5912	inter	1
5913	inter-american	1
5914	interact	2
5915	interced	3
5916	intercept	6
5917	intercontinent	1
5918	interdict	1
5919	interest	106
5920	interf	1
5921	interfax	8
5922	interfer	3
5923	interim	25
5924	interior	22
5925	intermediari	2
5926	intermingl	1
5927	intermitt	5
5928	intern	218
5929	internet	17
5930	internet-stream	1
5931	interpret	8
5932	interraci	1
5933	interrog	16
5934	interrupt	13
5935	intersect	4
5936	interst	2
5937	intertwin	3
5938	interv	1
5939	interven	17
5940	intervent	14
5941	interview	120
5942	intifada	1
5943	intim	1
5944	intimid	7
5945	intoler	2
5946	intox	6
5947	intransit	1
5948	intric	2
5949	intricaci	1
5950	intrigu	5
5951	introduc	14
5952	introduct	2
5953	introductori	1
5954	introspect	1
5955	intrus	1
5956	intyr	2
5957	inund	2
5958	invad	2
5959	invalid	7
5960	invas	5
5961	invent	7
5962	inverted-v	1
5963	invest	34
5964	investbanka	1
5965	investig	279
5966	investigat	1
5967	investor	16
5968	invigor	1
5969	invinc	2
5970	inviol	1
5971	invit	26
5972	invok	1
5973	involv	137
5974	inward	2
5975	iowa	11
5976	ipd	1
5977	ira	3
5978	iran	15
5979	iran-contra	1
5980	iran-iraq	2
5981	iranian	3
5982	iranian-back	2
5983	iraq	24
5984	iraq-iran	1
5985	iraqi	7
5986	irina	2
5987	irish	1
5988	iron	17
5989	iron-fist	14
5990	ironi	1
5991	irrat	1
5992	irregular	17
5993	irrelev	2
5994	irrespons	3
5995	irrevers	4
5996	irrevoc	2
5997	irrit	1
5998	irv	24
5999	irvingpd	12
6000	isabela	1
6001	ise	1
6002	isff	1
6003	isham	2
6004	isl	1
6005	islam	67
6006	islamabad	4
6007	islamic-milit	1
6008	islamist	1
6009	island	23
6010	islyki	1
6011	ismael	3
6012	isn	16
6013	isol	34
6014	isolationist	1
6015	isra	41
6016	israel	72
6017	israel-palestinian	1
6018	israeli-egyptian	1
6019	israeli-palestinian	8
6020	issu	161
6021	issuanc	3
6022	istanbul	1
6023	itali	11
6024	italian	5
6025	itar-tass	4
6026	itch	2
6027	item	7
6028	itf	1
6029	ithaca	2
6030	itiner	1
6031	itinerari	4
6032	itogi	2
6033	iv	1
6034	iva	6
6035	ivan	4
6036	ivanak	1
6037	ivanov	20
6038	ivashkov	1
6039	ivo	1
6040	ivoirian	6
6041	ivoirit	2
6042	ivon	2
6043	ivori	51
6044	ivorian	24
6045	ivorian-born	3
6046	iwo	2
6047	izetbegov	1
6048	j	33
6049	ja	3
6050	jack	20
6051	jacket	6
6052	jackhamm	2
6053	jacki	4
6054	jackson	4
6055	jacksonvil	2
6056	jacob	1
6057	jacobson	1
6058	jacqu	7
6059	jag	8
6060	jagdishthandra	1
6061	jagland	3
6062	jai	1
6063	jail	55
6064	jailbreak	1
6065	jaim	5
6066	jaisalm	1
6067	jakarta	1
6068	jake	25
6069	jalpataua	5
6070	jam	13
6071	jamal	6
6072	jambiya	1
6073	jame	56
6074	jami	2
6075	jan	42
6076	jana	1
6077	janata	3
6078	jane	9
6079	janel	1
6080	janet	16
6081	janett	2
6082	jang	2
6083	jangonibi	1
6084	janiss	3
6085	janitor	1
6086	jankov	1
6087	januari	22
6088	japan	64
6089	japanes	36
6090	jarcob	1
6091	jason	1
6092	jauntier	1
6093	javier	7
6094	jay	3
6095	jayantil	1
6096	jayn	5
6097	jayshre	1
6098	jaysukhlalani	1
6099	jazera	1
6100	jd	1
6101	jdc	1
6102	jealous	1
6103	jean	50
6104	jean-baptist	1
6105	jean-pierr	2
6106	jean-ren	2
6107	jean-yv	1
6108	jeann	1
6109	jeanni	2
6110	jeb	2
6111	jeep	11
6112	jeevan	1
6113	jeff	4
6114	jefferson	15
6115	jefford	2
6116	jehangir	1
6117	jelena	8
6118	jen	4
6119	jenna	2
6120	jenni	1
6121	jennif	44
6122	jeopard	1
6123	jeopardi	2
6124	jerica	1
6125	jerk	1
6126	jerom	3
6127	jerri	9
6128	jerrold	1
6129	jerry-rig	1
6130	jersey	19
6131	jerudong	1
6132	jerusalem	10
6133	jess	2
6134	jessi	2
6135	jesu	2
6136	jet	19
6137	jethwa	1
6138	jew	5
6139	jewel	1
6140	jewelri	3
6141	jewish	12
6142	jhonni	1
6143	jiang	7
6144	jiddah	1
6145	jig	1
6146	jihad	20
6147	jihadi	1
6148	jihadist	2
6149	jim	51
6150	jima	2
6151	jimen	1
6152	jimmi	10
6153	jing-qian	1
6154	jiri	11
6155	jiten	1
6156	jitsukawa	1
6157	jo	9
6158	joachim	1
6159	joan	4
6160	job	102
6161	job-rel	1
6162	jobe	1
6163	jobless	2
6164	jochamowitz	2
6165	jockey	1
6166	jocular	1
6167	jodi	3
6168	joe	5
6169	joel	1
6170	joerg	1
6171	jog	1
6172	johann	1
6173	johansson	3
6174	john	135
6175	johnashcroft	6
6176	johnn	1
6177	johnni	1
6178	johnson	14
6179	join	117
6180	joint	31
6181	jointli	1
6182	joke	16
6183	jolt	8
6184	jon	14
6185	jonathan	12
6186	jone	13
6187	jong	2
6188	jordan	11
6189	jordanian	4
6190	jorg	3
6191	joschka	2
6192	jose	16
6193	joseph	42
6194	josh	1
6195	joshi	1
6196	joshua	3
6197	josip	1
6198	jospin	1
6199	jostl	2
6200	journalist	37
6201	journey	19
6202	journeyni	1
6203	joust	2
6204	jovanov	1
6205	jovic	1
6206	joy	12
6207	joyou	4
6208	joyous	1
6209	joyrid	1
6210	joytosna	3
6211	jr	26
6212	jrm	1
6213	jtf-fa	2
6214	juan	17
6215	juana	1
6216	juarez	1
6217	jubil	13
6218	judd	4
6219	judg	63
6220	judgement	1
6221	judgeship	1
6222	judgment	9
6223	judi	3
6224	judici	24
6225	judiciari	12
6226	judith	4
6227	juelus-speak	1
6228	jug	1
6229	juggler	1
6230	jugic	1
6231	jukic	1
6232	jul	1
6233	juli	60
6234	julio	4
6235	jumbl	2
6236	jump	17
6237	jump-start	1
6238	jumper	1
6239	junction	1
6240	june	41
6241	jungl	1
6242	junior	9
6243	junk	10
6244	junta	22
6245	junta-back	6
6246	jurenovich	3
6247	jurgua	1
6248	juri	12
6249	jurisdict	2
6250	jurisprud	1
6251	jurist	1
6252	juror	2
6253	jury-rig	2
6254	just	348
6255	justic	101
6256	justif	5
6257	justifi	12
6258	justin	7
6259	k	16
6260	kafelnikov	29
6261	kaffu	1
6262	kahn	4
6263	kalamazoo	2
6264	kalashnikov	2
6265	kalemegdan	1
6266	kalmen	1
6267	kaluga	1
6268	kamarau	1
6269	kamikaz	3
6270	kamisar	1
6271	kan	3
6272	kandahar	3
6273	kansa	14
6274	kansara	1
6275	karachi	3
6276	karadich	1
6277	karadjordjev	1
6278	karadz	3
6279	karamo	1
6280	karat	1
6281	karen	1
6282	karim	1
6283	karin	2
6284	karisma	1
6285	karita	1
6286	karl	2
6287	karol	3
6288	karuth	1
6289	kashmir	2
6290	kasich	1
6291	kasra	1
6292	katarina	1
6293	kathi	1
6294	kathia	3
6295	kathleen	4
6296	kati	3
6297	katmandu	1
6298	katzenbach	1
6299	kay	5
6300	kcep	3
6301	kearney	1
6302	keedysvil	1
6303	keef	1
6304	keel	7
6305	keeler	1
6306	keen	2
6307	keen-wit	1
6308	keep	131
6309	keith	11
6310	kelli	2
6311	kemba	1
6312	kemp	4
6313	ken	7
6314	kendal	1
6315	kendel	1
6316	kenedi	19
6317	kennedi	22
6318	kenneth	22
6319	kenni	1
6320	kent	4
6321	kentucki	6
6322	kenya	39
6323	kenyan	2
6324	kenzo	3
6325	kept	62
6326	kera	1
6327	kerchief	1
6328	kerrey	1
6329	kerri	2
6330	keshubhai	4
6331	ketan	1
6332	kevin	6
6333	key	70
6334	keyboard	3
6335	keyston	2
6336	kft	1
6337	kgb	5
6338	kha	7
6339	khai	1
6340	khaldei	1
6341	khale	4
6342	khalifa	3
6343	khoan	1
6344	khobar	8
6345	khou	1
6346	khou-tv	1
6347	ki	1
6348	kick	14
6349	kickback	6
6350	kid	9
6351	kidnap	31
6352	kidnapp	6
6353	kidney	6
